transactionID,carrierID,customerID,amount,date
1926,2,198,8.15,2006-02-15 14:29:03
1927,3,284,13.13,2008-03-16 13:53:12
1928,2,904,11.31,2006-01-25 14:38:58
1929,3,765,11.89,2005-02-24 02:56:30
1930,1,48,13.66,2009-11-21 21:26:50
1931,1,940,8.11,2006-04-24 16:53:36
1932,1,123,18.93,2006-06-28 10:28:29
1933,3,191,17.22,2007-03-25 15:38:34
1934,3,591,7.07,2005-08-14 01:34:03
1935,1,942,15.64,2006-06-21 09:01:49
1936,1,487,8.96,2005-12-31 19:30:54
1937,1,393,11.83,2007-08-06 05:47:05
1938,2,309,19.97,2006-09-14 10:27:16
1939,3,191,5.42,2009-09-26 05:53:30
1940,1,590,11.77,2009-09-03 14:36:34
1941,3,529,19.66,2006-02-04 05:32:49
1942,3,890,18.58,2005-03-25 13:46:54
1943,1,542,15.35,2008-04-29 21:12:44
1944,2,467,8.64,2006-02-12 11:06:08
1945,2,167,12.26,2005-05-02 22:20:33
1946,3,213,13.78,2009-06-24 15:46:16
1947,1,471,17.11,2009-05-21 15:53:56
1948,3,761,16.8,2007-12-03 13:57:05
1949,1,37,15.81,2007-04-04 11:58:35
1950,3,426,11.47,2009-10-07 14:42:15
1951,2,169,10.48,2009-04-17 04:59:34
1952,1,103,18.11,2005-09-18 06:49:59
1953,1,537,9.92,2006-03-06 05:52:52
1954,1,642,7.22,2006-02-13 19:02:40
1955,1,143,16.64,2007-08-26 17:24:15
1956,1,788,6.17,2008-06-05 07:05:31
1957,3,710,5.57,2005-04-05 08:25:20
1958,3,19,8.75,2006-08-21 02:38:42
1959,3,410,16.16,2007-06-23 07:42:02
1960,3,662,15.38,2006-04-30 12:47:42
1961,3,221,13.85,2006-09-27 03:07:25
1962,1,569,13.02,2007-11-20 13:25:10
1963,2,906,13.53,2005-12-18 01:11:50
1964,2,168,13.79,2007-07-20 07:19:33
1965,3,921,10.87,2006-07-13 18:34:44
1966,2,678,19.67,2005-10-05 18:27:59
1967,1,461,18.88,2006-01-16 19:24:34
1968,1,310,9.82,2009-04-18 18:43:57
1969,1,811,9.45,2006-03-06 16:51:43
1970,1,463,17.21,2009-04-02 09:01:51
1971,3,102,14.23,2009-10-18 19:36:39
1972,3,156,6.25,2009-10-12 09:12:16
1973,2,339,11.5,2005-08-18 03:24:05
1974,1,258,14.72,2007-01-03 02:44:31
1975,1,599,10.25,2009-05-25 07:56:28
1976,2,65,14.86,2008-07-27 14:09:21
1977,1,669,8.42,2007-03-12 01:07:59
1978,3,102,5.11,2009-03-09 17:14:17
1979,1,976,16.33,2006-07-17 14:39:56
1980,2,456,9.35,2007-08-04 03:27:22
1981,1,443,17.49,2006-04-01 09:18:58
1982,2,576,6.22,2008-07-26 18:46:29
1983,1,999,11.76,2008-04-13 21:48:29
1984,2,439,10.28,2008-07-17 18:42:51
1985,1,729,7.6,2008-02-28 08:04:27
1986,1,722,6.97,2005-12-27 02:52:15
1987,1,805,13.75,2008-01-17 13:08:00
1988,2,642,9.2,2007-12-22 07:22:40
1989,2,432,7.07,2007-10-15 12:39:24
1990,2,287,6.39,2009-08-31 11:55:59
1991,1,892,7.49,2008-06-08 06:12:38
1992,1,903,5.85,2007-01-15 12:18:45
1993,3,689,10.96,2005-06-11 17:59:11
1994,2,526,6.34,2005-06-29 01:11:37
1995,2,939,8.29,2005-07-30 09:41:21
1996,2,67,11.41,2006-09-18 15:01:37
1997,2,446,6.63,2007-02-12 21:23:36
1998,1,789,8.33,2005-06-06 21:09:37
1999,1,697,12.65,2009-10-01 03:35:48
2000,2,58,14.51,2005-11-01 13:37:27
2001,1,636,15.21,2006-08-05 00:47:47
2002,3,356,8.64,2009-02-27 18:06:23
2003,3,670,11.09,2009-12-05 00:34:14
2004,1,722,8.54,2007-06-26 17:48:09
2005,1,89,5.06,2008-03-10 19:37:45
2006,3,764,14.26,2006-09-24 09:27:29
2007,2,775,10.08,2007-05-29 22:46:33
2008,3,972,15.01,2006-06-15 07:35:43
2009,1,327,19.15,2005-04-11 02:13:48
2010,1,898,15.81,2007-03-06 08:15:46
2011,2,333,18.21,2006-01-31 00:05:59
2012,1,224,16.75,2005-10-01 09:25:18
2013,3,979,14.61,2009-03-29 16:06:17
2014,2,188,16.22,2005-03-29 23:36:47
2015,3,882,9.44,2005-12-17 08:00:15
2016,2,582,13.58,2006-05-15 21:45:11
2017,2,990,17.12,2008-04-16 10:03:42
2018,1,694,7.51,2008-09-11 23:05:40
2019,3,505,17.15,2007-06-16 16:20:48
2020,2,879,14.72,2009-02-02 14:42:24
2021,1,898,12.97,2008-04-18 10:53:53
2022,1,678,16.73,2006-07-17 06:31:34
2023,1,164,16.66,2009-01-19 21:43:59
2024,1,973,6.1,2007-04-29 06:05:48
2025,2,267,10.29,2006-03-08 02:55:22
2026,1,887,12.29,2007-10-26 23:25:06
2027,1,990,9.37,2006-02-01 07:39:32
2028,3,582,12.61,2006-02-19 22:38:06
2029,2,961,19.21,2006-09-28 03:50:07
2030,3,585,10.94,2008-06-01 21:40:12
2031,3,148,10.78,2009-01-23 01:59:20
2032,2,765,8.41,2006-07-09 05:19:08
2033,2,620,14.9,2009-10-22 16:11:59
2034,3,491,12.78,2009-10-08 11:09:26
2035,1,794,15.14,2009-07-03 03:15:46
2036,1,92,13.66,2006-02-26 02:10:33
2037,3,336,18.57,2005-02-23 21:19:43
2038,2,584,11.99,2005-11-25 00:02:30
2039,1,65,16.28,2007-03-10 01:54:50
2040,1,78,5.08,2006-03-24 07:01:42
2041,3,637,6.03,2008-04-11 02:39:12
2042,1,913,7.45,2005-03-24 00:47:08
2043,3,503,14.42,2005-11-18 16:53:49
2044,1,64,15.36,2008-05-07 18:52:49
2045,3,181,7.19,2008-09-04 15:12:46
2046,3,901,10.49,2007-08-06 18:31:47
2047,3,560,16.79,2007-03-21 16:23:48
2048,3,959,5.89,2008-03-24 06:05:56
2049,3,260,13.42,2009-03-30 08:13:15
2050,1,688,14.78,2009-07-13 14:49:20
2051,1,223,11.98,2005-09-20 10:29:01
2052,2,208,19.37,2008-05-04 01:00:12
2053,3,362,13.42,2007-11-05 03:33:41
2054,2,407,19.6,2006-12-08 11:29:20
2055,2,473,8.0,2006-07-04 08:07:25
2056,2,349,13.0,2008-12-14 00:03:48
2057,3,706,14.47,2005-08-02 01:11:54
2058,3,125,10.5,2008-02-10 20:57:05
2059,2,429,18.28,2006-11-19 23:15:42
2060,3,255,19.68,2007-07-01 19:39:00
2061,1,25,17.57,2009-05-29 18:02:58
2062,3,75,18.11,2008-02-02 08:46:27
2063,1,499,13.01,2008-05-09 08:42:14
2064,3,72,6.5,2006-07-01 20:10:10
2065,3,747,9.13,2005-04-29 17:23:03
2066,3,354,13.68,2006-01-07 21:26:07
2067,2,206,5.2,2005-07-13 14:38:14
2068,3,84,15.82,2009-06-28 21:15:21
2069,1,281,16.0,2008-03-26 11:08:14
2070,2,976,10.81,2005-11-05 00:40:09
2071,2,642,8.56,2007-08-22 01:27:46
2072,2,89,7.44,2007-06-01 07:14:03
2073,2,786,9.59,2007-09-14 06:55:55
2074,1,138,16.63,2007-09-07 09:06:59
2075,2,736,7.67,2008-11-08 07:16:16
2076,1,830,15.93,2008-08-27 04:29:58
2077,1,36,10.09,2005-02-17 15:06:43
2078,3,454,19.28,2009-07-09 00:45:38
2079,2,895,5.85,2009-10-24 17:47:42
2080,3,146,12.83,2008-09-04 08:12:55
2081,2,532,14.9,2007-02-21 11:57:14
2082,3,674,6.4,2006-04-25 10:39:38
2083,2,598,16.29,2006-03-14 10:39:47
2084,3,150,5.18,2006-07-13 22:54:37
2085,2,896,18.6,2008-01-14 11:22:53
2086,3,265,13.56,2007-10-08 13:41:15
2087,1,290,18.47,2008-07-25 09:02:19
2088,3,240,11.17,2007-07-20 00:58:44
2089,3,125,6.11,2009-09-02 07:55:17
2090,1,575,6.66,2005-11-02 04:05:59
2091,3,393,6.46,2008-04-05 00:42:29
2092,3,148,9.8,2005-06-21 15:25:53
2093,3,394,11.65,2005-02-06 05:44:31
2094,2,17,8.31,2007-01-10 14:33:23
2095,3,164,17.66,2008-04-01 10:42:26
2096,1,226,5.24,2005-06-04 18:55:12
2097,3,979,12.91,2009-12-23 23:33:11
2098,3,488,10.56,2009-04-13 14:44:39
2099,1,493,5.52,2006-03-05 07:39:16
2100,2,736,15.23,2009-03-11 09:30:30
2101,3,902,19.1,2007-10-28 17:13:36
2102,2,655,16.0,2009-07-01 08:13:50
2103,1,960,7.54,2005-09-07 14:25:21
2104,2,498,11.32,2008-08-12 06:16:44
2105,3,461,18.15,2009-12-03 22:19:17
2106,1,287,19.43,2006-12-14 13:53:11
2107,1,593,9.8,2009-02-27 18:37:35
2108,2,805,9.67,2007-09-25 23:59:04
2109,2,644,6.51,2005-01-23 00:33:24
2110,2,50,18.11,2008-11-11 21:44:41
2111,3,709,5.07,2009-03-09 08:46:11
2112,2,196,14.94,2009-09-17 15:37:39
2113,3,259,8.71,2006-12-25 09:21:09
2114,2,784,19.87,2006-06-16 11:13:08
2115,2,873,5.83,2007-10-15 20:10:32
2116,1,647,6.08,2008-11-23 22:56:24
2117,2,347,18.41,2008-07-08 01:42:10
2118,2,972,11.99,2006-01-01 22:00:57
2119,3,471,10.17,2005-02-26 13:27:47
2120,2,72,6.57,2009-12-28 06:21:06
2121,1,621,9.91,2008-09-12 19:53:42
2122,2,83,5.22,2007-04-25 01:26:31
2123,3,486,18.41,2006-12-09 01:24:44
2124,3,956,10.27,2007-04-19 10:06:14
2125,1,331,16.51,2006-01-16 14:37:59
2126,3,741,12.56,2005-09-03 09:15:55
2127,3,223,6.26,2008-07-31 20:11:44
2128,2,238,17.74,2007-03-16 22:17:33
2129,1,744,11.7,2007-04-02 22:55:13
2130,2,97,15.95,2008-09-24 12:23:18
2131,2,59,8.22,2008-09-06 09:48:21
2132,2,544,9.06,2005-10-10 20:34:22
2133,2,82,12.85,2007-05-01 18:49:23
2134,2,199,7.98,2008-06-19 22:44:54
2135,3,734,6.4,2006-06-07 08:18:50
2136,1,393,18.78,2006-04-13 11:35:49
2137,3,689,5.51,2005-02-07 12:35:35
2138,2,867,16.15,2008-07-03 17:43:31
2139,2,365,19.03,2007-09-16 20:41:01
2140,2,458,12.2,2005-02-03 23:14:16
2141,1,801,16.6,2009-01-01 00:24:09
2142,3,984,5.51,2009-11-03 16:38:32
2143,3,126,13.9,2005-07-24 23:00:30
2144,1,416,7.37,2008-12-14 08:04:53
2145,1,781,12.79,2005-10-09 11:04:11
2146,3,186,17.86,2009-05-10 04:33:28
2147,3,80,7.4,2005-11-28 21:13:43
2148,3,400,17.52,2006-07-03 15:27:03
2149,3,431,13.39,2006-05-03 07:21:51
2150,2,879,15.15,2006-03-21 09:20:24
2151,1,82,6.4,2005-10-30 18:35:32
2152,2,444,13.65,2006-04-18 02:37:15
2153,3,654,13.94,2007-05-01 16:30:08
2154,1,686,16.8,2007-05-28 05:06:03
2155,1,933,16.74,2005-01-24 20:13:42
2156,2,477,11.28,2009-10-14 15:00:47
2157,1,865,19.71,2005-09-15 09:22:17
2158,1,589,5.56,2008-08-30 17:46:08
2159,2,787,15.4,2009-04-24 19:04:43
2160,2,10,15.74,2007-06-02 14:40:06
2161,1,252,6.24,2007-10-22 13:07:35
2162,1,772,13.71,2009-11-16 01:02:11
2163,2,996,14.98,2005-12-31 11:55:57
2164,3,311,14.84,2005-04-20 18:15:18
2165,3,852,12.15,2006-06-22 18:09:15
2166,2,134,17.37,2008-04-04 04:15:15
2167,3,736,14.5,2009-12-11 14:38:14
2168,1,557,14.76,2007-06-23 20:17:25
2169,2,847,19.17,2008-02-08 22:49:07
2170,2,5,12.04,2008-02-25 05:01:06
2171,2,177,15.19,2008-01-20 23:40:00
2172,3,982,15.31,2009-05-04 06:14:25
2173,1,744,18.33,2007-03-29 06:19:16
2174,3,442,5.81,2005-11-04 20:31:01
2175,1,242,16.86,2009-09-05 13:01:38
2176,1,372,15.13,2009-05-04 10:27:45
2177,1,498,5.2,2006-05-31 05:50:39
2178,2,147,11.29,2008-04-14 09:08:13
2179,1,867,12.06,2009-12-11 12:18:51
2180,2,431,10.63,2005-01-14 02:41:16
2181,3,323,14.01,2006-11-24 07:33:15
2182,3,562,5.15,2005-05-05 17:48:41
2183,3,916,12.78,2008-12-23 01:06:45
2184,3,423,9.8,2006-04-07 04:01:15
2185,1,807,7.27,2009-05-21 11:28:26
2186,1,339,10.21,2006-07-17 15:13:26
2187,2,663,11.45,2006-08-06 16:34:21
2188,1,433,7.1,2008-07-10 19:47:31
2189,2,189,5.9,2005-05-16 14:28:35
2190,3,380,5.08,2009-07-09 15:23:44
2191,3,963,9.92,2005-09-09 19:46:50
2192,3,914,19.75,2008-02-17 03:39:49
2193,2,809,8.58,2006-12-28 18:10:33
2194,3,219,8.94,2008-07-01 10:27:28
2195,3,957,18.51,2008-03-26 22:44:19
2196,2,530,15.0,2006-03-01 02:14:31
2197,2,942,6.16,2007-03-23 22:29:00
2198,3,873,13.33,2008-06-23 14:31:03
2199,3,158,7.23,2008-04-05 19:44:54
2200,3,411,15.31,2009-02-18 10:10:51
2201,3,495,8.37,2005-04-19 05:44:34
2202,1,980,16.63,2008-06-12 13:55:34
2203,1,963,13.31,2009-12-27 17:11:51
2204,3,220,7.96,2006-06-20 11:13:20
2205,3,124,6.34,2007-03-15 22:42:44
2206,3,855,16.77,2006-06-19 12:56:20
2207,2,567,10.16,2007-08-10 20:28:58
2208,1,710,18.15,2009-11-17 04:05:41
2209,2,579,6.02,2009-10-27 22:52:32
2210,1,756,12.47,2009-07-12 22:10:37
2211,2,759,11.32,2006-12-20 20:32:04
2212,1,894,13.9,2006-02-13 00:11:47
2213,1,553,14.21,2006-03-31 13:55:44
2214,1,294,8.64,2009-12-03 16:52:29
2215,2,304,6.76,2006-09-27 00:00:09
2216,1,956,15.1,2009-02-25 09:31:32
2217,3,366,6.36,2005-08-02 23:16:17
2218,1,702,19.23,2006-07-30 18:58:49
2219,1,745,15.63,2005-06-22 16:55:58
2220,3,65,15.67,2005-02-20 09:50:57
2221,2,885,10.11,2007-05-21 14:47:52
2222,1,130,14.14,2005-02-01 05:46:53
2223,3,915,15.96,2008-07-26 14:57:33
2224,3,418,19.25,2007-03-04 06:52:11
2225,2,968,12.41,2005-12-02 03:54:11
2226,1,509,11.18,2007-03-26 09:58:02
2227,1,403,15.71,2005-01-20 09:07:29
2228,3,264,6.67,2008-05-26 06:17:12
2229,3,660,9.62,2009-02-21 04:36:57
2230,2,121,7.25,2007-09-16 10:21:39
2231,1,739,16.98,2006-03-31 14:10:54
2232,1,581,14.25,2007-05-11 22:12:35
2233,1,996,18.61,2007-10-05 22:14:32
2234,2,135,12.93,2006-08-16 02:45:49
2235,2,841,17.18,2009-03-17 01:07:34
2236,3,884,10.73,2006-02-16 19:02:25
2237,3,626,7.68,2006-06-26 12:25:40
2238,3,710,16.85,2008-06-09 18:32:19
2239,3,539,8.47,2008-02-28 21:23:11
2240,3,652,18.32,2006-03-14 19:57:13
2241,2,300,9.39,2008-02-17 19:24:39
2242,1,30,12.5,2007-05-26 23:38:25
2243,1,70,8.33,2009-10-27 06:13:06
2244,3,128,9.17,2006-08-15 15:17:58
2245,1,716,9.31,2006-07-10 12:55:06
2246,1,617,16.79,2006-05-30 01:01:39
2247,3,810,17.63,2008-02-20 03:13:50
2248,3,110,13.97,2009-06-06 13:45:27
2249,1,244,16.5,2006-01-28 18:05:03
2250,3,761,13.58,2005-08-26 22:44:53
2251,3,467,9.54,2008-11-17 10:52:21
2252,1,894,5.9,2007-10-03 19:35:06
2253,1,208,12.82,2009-09-18 04:29:55
2254,2,627,12.42,2005-05-03 03:28:18
2255,1,37,19.97,2008-02-18 10:31:57
2256,1,120,5.05,2006-02-21 09:28:55
2257,3,264,9.17,2006-05-19 06:30:26
2258,2,917,5.06,2005-11-08 08:24:21
2259,3,682,13.63,2006-08-05 04:23:03
2260,1,187,18.15,2009-01-29 23:43:02
2261,3,527,13.1,2008-07-28 16:30:11
2262,3,171,16.4,2006-01-25 13:49:11
2263,2,511,15.58,2005-08-09 14:27:03
2264,1,538,18.1,2007-12-10 03:49:18
2265,3,435,13.72,2008-02-08 17:35:34
2266,2,355,8.6,2006-05-13 19:34:05
2267,3,107,18.31,2006-08-21 13:51:40
2268,1,696,17.0,2008-01-30 18:57:01
2269,2,48,6.62,2008-02-08 08:05:27
2270,2,320,13.28,2007-12-04 01:49:52
2271,1,148,13.44,2005-12-26 10:56:30
2272,1,635,15.14,2007-09-25 05:25:45
2273,3,68,5.23,2005-10-21 16:52:48
2274,3,445,14.84,2007-12-04 15:12:52
2275,2,633,14.18,2007-10-07 12:28:53
2276,2,413,8.22,2009-08-06 02:02:42
2277,2,627,11.93,2005-11-12 01:26:47
2278,1,912,11.01,2005-02-09 15:39:26
2279,2,143,14.15,2009-02-07 22:20:54
2280,2,926,8.71,2009-02-05 04:08:42
2281,3,299,10.7,2008-01-11 15:40:41
2282,1,991,9.75,2006-09-04 18:19:23
2283,3,838,6.99,2009-05-14 16:58:06
2284,2,558,8.17,2006-05-01 02:41:45
2285,2,76,6.16,2007-08-09 05:22:12
2286,2,356,9.0,2008-08-10 15:51:26
2287,3,516,11.26,2007-07-29 23:37:45
2288,3,146,17.8,2009-05-05 16:37:22
2289,2,828,8.19,2008-11-15 12:39:17
2290,2,291,7.02,2009-03-24 09:03:53
2291,1,875,18.88,2005-09-24 18:36:48
2292,2,741,11.85,2007-01-17 07:12:30
2293,3,242,11.04,2006-02-09 07:58:08
2294,2,257,17.62,2008-03-27 06:30:11
2295,1,53,13.35,2007-03-02 22:53:42
2296,2,825,6.4,2006-02-17 13:49:43
2297,3,659,16.23,2007-02-16 20:46:26
2298,2,273,18.53,2008-02-08 07:08:09
2299,1,908,5.19,2009-04-02 12:03:36
2300,2,436,8.17,2005-02-15 14:29:46
2301,3,134,17.37,2006-08-10 03:31:22
2302,1,188,16.82,2006-12-26 09:00:58
2303,1,656,13.36,2007-12-09 22:33:54
2304,3,168,19.71,2005-01-18 22:26:42
2305,3,744,17.3,2007-06-18 18:30:42
2306,2,285,12.98,2007-11-20 07:21:29
2307,2,759,17.55,2006-10-03 14:17:44
2308,1,10,6.28,2008-08-01 07:51:40
2309,1,146,11.5,2009-08-08 02:29:55
2310,1,300,6.77,2006-06-03 17:07:00
2311,1,611,16.33,2005-09-26 17:45:02
2312,2,886,8.37,2007-08-03 09:31:20
2313,1,948,7.12,2008-04-16 12:44:57
2314,2,912,17.63,2007-04-01 04:31:44
2315,2,557,16.04,2005-05-10 16:04:18
2316,3,351,14.38,2007-01-03 21:59:34
2317,3,392,5.44,2008-06-02 20:43:21
2318,1,407,13.12,2009-08-07 09:14:02
2319,1,243,10.14,2008-01-05 20:12:18
2320,2,967,9.15,2007-11-16 07:33:36
2321,1,532,7.29,2009-07-20 02:38:23
2322,3,888,14.21,2009-11-26 16:43:57
2323,3,911,16.32,2007-12-25 14:08:52
2324,1,816,10.06,2009-12-03 02:35:15
2325,1,252,8.29,2006-09-26 01:19:15
2326,3,988,14.04,2007-02-12 12:21:44
2327,3,4,11.64,2006-05-21 16:46:32
2328,3,485,7.21,2009-10-18 08:35:20
2329,2,831,19.78,2007-06-18 13:42:18
2330,3,77,17.47,2007-01-06 20:04:53
2331,2,277,9.14,2007-09-13 06:44:56
2332,3,162,6.73,2009-01-14 11:14:43
2333,1,462,6.79,2007-05-10 17:24:47
2334,1,300,6.99,2007-06-10 08:42:17
2335,1,857,5.26,2005-06-20 09:07:23
2336,3,559,12.73,2006-04-30 16:29:44
2337,1,378,6.87,2006-08-24 11:30:46
2338,2,568,14.58,2008-10-28 14:09:04
2339,1,949,6.89,2007-09-13 11:12:20
2340,3,113,5.49,2007-06-26 01:35:46
2341,2,663,8.78,2009-06-05 22:21:39
2342,1,368,17.22,2005-12-06 03:38:10
2343,2,226,18.38,2005-08-11 12:33:40
2344,2,78,15.74,2005-01-19 08:12:54
2345,1,779,12.2,2005-11-13 00:30:59
2346,1,709,15.63,2006-03-27 03:57:43
2347,2,500,19.32,2005-12-29 06:37:11
2348,1,216,5.22,2005-05-05 19:26:07
2349,1,775,18.23,2005-05-17 07:38:51
2350,2,900,11.99,2007-03-24 19:25:32
2351,2,552,7.72,2009-03-12 21:18:25
2352,1,315,5.07,2006-02-20 22:50:16
2353,2,653,7.02,2009-06-25 00:23:38
2354,2,971,7.2,2007-06-26 19:55:46
2355,3,518,15.07,2009-08-30 06:04:24
2356,2,557,19.35,2005-06-17 09:49:07
2357,3,769,7.81,2007-05-13 02:47:33
2358,3,523,8.33,2006-02-04 03:15:26
2359,3,645,19.75,2008-02-27 04:39:26
2360,1,110,15.62,2005-05-09 16:26:27
2361,2,14,7.39,2009-08-05 15:31:06
2362,2,356,7.59,2008-08-20 04:35:13
2363,2,449,8.45,2007-05-01 20:23:41
2364,3,674,16.25,2008-09-16 07:08:38
2365,2,306,9.51,2009-03-02 06:33:06
2366,3,936,6.06,2008-07-02 12:21:00
2367,1,534,13.46,2009-09-13 23:09:35
2368,1,49,5.6,2007-01-05 15:06:43
2369,2,627,10.57,2008-03-21 09:43:49
2370,2,9,6.36,2007-06-06 17:34:09
2371,2,536,7.75,2008-11-13 07:33:10
2372,1,64,16.58,2009-11-04 12:43:38
2373,1,448,6.2,2005-02-07 18:30:28
2374,1,907,10.06,2007-01-04 16:04:11
2375,2,216,13.8,2009-09-03 23:01:25
2376,2,155,19.29,2009-03-24 23:29:56
2377,2,604,16.2,2008-07-31 06:56:12
2378,2,882,7.63,2007-01-24 07:53:53
2379,1,518,8.34,2007-01-11 03:26:38
2380,3,723,18.7,2006-02-12 06:11:32
2381,3,864,9.65,2007-08-28 22:05:08
2382,1,215,19.46,2006-01-07 20:04:27
2383,3,91,11.08,2008-12-26 22:38:21
2384,1,39,13.09,2005-01-10 23:05:35
2385,2,963,9.51,2005-12-15 12:12:04
2386,3,159,5.92,2006-09-03 08:55:19
2387,2,196,17.44,2005-10-05 09:28:10
2388,2,636,7.94,2009-02-23 22:11:37
2389,2,544,19.92,2007-02-14 06:18:13
2390,1,198,14.52,2009-08-22 16:41:17
2391,2,791,6.38,2005-02-28 15:40:48
2392,3,825,14.72,2008-12-24 11:37:07
2393,1,384,10.87,2009-01-10 09:57:14
2394,1,17,17.25,2006-12-11 14:04:23
2395,3,762,17.07,2005-09-06 10:56:37
2396,3,365,10.05,2008-12-28 11:58:47
2397,2,306,18.63,2006-01-02 13:44:19
2398,1,705,5.52,2007-08-02 14:06:57
2399,2,462,5.69,2008-10-02 06:23:10
2400,3,473,6.85,2008-10-06 21:22:42
2401,1,686,18.17,2006-08-04 13:14:17
2402,2,923,17.96,2009-12-11 16:23:30
2403,3,745,17.93,2008-06-28 02:55:41
2404,1,272,8.82,2006-03-11 13:49:30
2405,3,270,5.36,2006-03-18 16:12:54
2406,1,952,5.58,2009-04-02 19:14:31
2407,1,417,18.46,2008-11-08 12:43:45
2408,2,867,8.5,2009-10-19 13:39:15
2409,3,37,16.54,2008-12-02 13:16:02
2410,3,168,19.01,2008-05-26 17:28:25
2411,3,752,6.11,2005-02-05 12:14:23
2412,3,53,11.45,2009-02-27 10:25:27
2413,2,702,7.22,2007-12-19 19:15:11
2414,3,359,12.65,2005-12-18 12:20:43
2415,3,348,18.66,2005-03-13 09:04:00
2416,1,511,11.42,2005-07-21 15:20:31
2417,1,299,17.18,2006-04-07 21:21:14
2418,1,553,8.41,2006-10-22 19:26:40
2419,1,666,11.65,2005-03-30 23:11:02
2420,2,412,9.95,2005-02-20 12:44:13
2421,1,492,9.73,2005-11-05 18:29:55
2422,3,834,19.32,2007-01-01 01:13:56
2423,1,398,7.53,2005-03-30 21:05:39
2424,1,301,14.46,2009-06-22 18:57:59
2425,2,237,19.61,2009-07-16 19:12:57
2426,2,409,7.7,2006-06-05 05:32:32
2427,2,673,16.28,2006-08-29 20:19:29
2428,3,884,19.64,2006-11-08 10:38:59
2429,2,828,10.03,2008-11-23 16:41:37
2430,3,680,7.66,2006-04-24 14:33:49
2431,1,602,14.03,2005-08-26 11:17:52
2432,3,906,10.07,2005-04-17 08:27:20
2433,3,454,18.55,2006-09-13 03:06:26
2434,1,247,10.08,2005-01-20 17:00:42
2435,3,700,8.35,2006-07-09 15:40:13
2436,1,51,6.12,2005-01-20 18:40:07
2437,2,487,10.92,2008-01-20 06:31:22
2438,3,345,12.12,2006-06-24 10:14:31
2439,1,428,9.91,2006-02-23 17:46:15
2440,2,170,18.59,2008-03-06 09:33:19
2441,2,687,7.71,2008-06-12 05:22:50
2442,1,861,15.76,2009-01-19 02:27:49
2443,3,958,15.11,2008-06-05 09:49:36
2444,1,916,14.66,2009-04-20 20:19:31
2445,2,84,13.1,2005-11-10 23:07:55
2446,3,953,11.52,2006-01-13 05:14:33
2447,2,352,14.51,2005-08-07 15:18:50
2448,1,706,6.01,2007-08-21 03:33:21
2449,2,796,17.94,2005-05-15 10:01:48
2450,3,946,6.88,2007-06-23 07:36:20
2451,3,20,19.64,2006-12-24 17:32:19
2452,3,870,9.78,2007-08-29 08:18:34
2453,1,386,6.01,2005-09-04 15:57:51
2454,1,959,18.77,2006-04-15 01:27:49
2455,1,70,9.09,2008-03-19 15:53:47
2456,1,398,5.88,2009-08-13 13:06:03
2457,3,755,19.74,2005-03-27 10:18:50
2458,3,474,16.25,2007-01-30 18:08:34
2459,1,43,10.64,2009-05-08 21:28:53
2460,3,117,16.16,2007-07-04 15:44:06
2461,1,616,10.97,2005-06-14 17:21:10
2462,3,648,19.0,2008-10-07 10:06:45
2463,3,920,6.97,2009-11-22 19:40:15
2464,1,843,19.32,2005-07-04 07:34:25
2465,1,431,11.5,2007-09-06 07:08:01
2466,1,165,5.73,2008-06-05 07:04:33
2467,2,317,8.99,2007-02-18 21:43:06
2468,1,552,7.2,2006-04-01 19:45:08
2469,2,817,11.21,2008-09-26 02:52:31
2470,2,70,19.58,2008-06-28 22:18:26
2471,1,81,13.34,2005-08-27 11:24:13
2472,3,25,5.41,2005-12-07 03:02:29
2473,2,361,16.92,2007-02-18 07:31:12
2474,3,911,5.06,2007-10-22 01:36:58
2475,3,744,5.04,2006-06-15 08:24:31
2476,1,366,7.96,2007-07-27 05:31:58
2477,2,640,6.99,2009-08-31 13:18:36
2478,3,952,10.04,2007-04-09 03:35:27
2479,3,380,9.93,2005-12-07 17:27:26
2480,1,54,8.26,2005-01-20 11:30:39
2481,2,941,12.98,2009-08-11 06:47:10
2482,2,202,10.77,2007-10-11 12:50:37
2483,1,579,10.74,2007-05-23 20:04:03
2484,1,21,5.73,2009-08-05 07:05:02
2485,2,475,9.34,2009-03-22 19:44:16
2486,1,772,14.23,2007-01-02 17:48:09
2487,1,58,8.08,2007-07-03 08:48:38
2488,1,929,10.79,2005-12-15 23:00:24
2489,2,381,17.33,2008-01-28 13:47:54
2490,1,454,16.45,2008-03-13 00:10:28
2491,2,990,14.07,2005-07-24 17:46:32
2492,3,878,18.43,2005-02-15 16:18:23
2493,1,721,9.98,2007-12-02 07:18:53
2494,1,257,12.98,2005-12-18 16:50:30
2495,3,435,19.56,2008-04-17 22:53:15
2496,2,9,15.41,2005-05-26 09:04:06
2497,2,50,17.23,2005-03-01 06:21:02
2498,1,274,12.03,2008-05-02 08:04:37
2499,3,691,17.41,2005-01-07 14:33:50
2500,2,977,7.98,2005-12-17 04:40:06
2501,3,179,18.07,2006-08-06 21:21:49
2502,1,838,10.28,2009-10-06 06:42:17
2503,1,700,17.02,2009-09-25 13:28:38
2504,1,736,16.54,2005-01-03 22:55:26
2505,3,124,15.83,2005-02-20 10:17:06
2506,2,916,13.42,2006-10-14 16:43:55
2507,1,860,12.98,2006-11-21 06:10:59
